formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B
35,41,37.5306461188,39.4383288823,138.90547,22.98976928,3737.0,1156.0,28.0,6.3,3.0,1.0,207.0,166.0,6146.0,968.0,1.18,0.82,1.1,0.93,5.5769,5.139076,0.0,0.0,-4.927546185,-1.26024138333,4.194456026,3.88167309,5.28468344,4.890601634,0.0,0.0,36.8975,29.2433333333,9500.0,1100.0,3100.0,500.0,0.195,1.228,27.11,28.23,6.2,2.6,37.42,39.76,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1193.0,370.87,13.0,2.0,187.0,180.0,9.0,1.0,3.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,57.0,11.0,31.1,24.11,6.0,3.0,14.0,3.3,194.0,229.0,12.0,12.0,3.71998,3.72922
19,41,11.8299419319,39.4383288823,63.546,22.98976928,3200.0,1156.0,140.0,6.3,11.0,1.0,132.0,166.0,8920.0,968.0,1.47,0.82,1.9,0.93,7.72638,5.139076,0.0,0.0,-3.68065482,-1.26024138333,2.807970487,3.88167309,3.537821124,4.890601634,0.0,0.0,11.07,29.2433333333,1600.0,1100.0,1500.0,500.0,0.385,1.228,24.44,28.23,13.6,2.6,11.81,39.76,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1357.77,370.87,64.0,2.0,126.0,180.0,1.0,1.0,11.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,29.0,11.0,6.15,24.11,4.0,3.0,48.0,3.3,225.0,229.0,12.0,12.0,2.55719,3.72922
17,48,12.0929374739,28.2141218166,51.9961,30.973762,2944.0,553.5,160.0,11.0,6.0,15.0,139.0,107.0,7140.0,1823.0,1.73,1.65,1.66,2.19,6.76651,10.48669,0.0,1.625,-9.50571654,-5.4005090425,2.818080279,3.560590636,3.550558664,4.486063093,0.0,0.0,11.19,22.5702380952,3100.0,2000.0,4100.0,5100.0,0.449,0.769,23.35,23.824,21.0,18.54,12.01,18.99,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2180.0,317.3,49.0,83.0,130.0,102.0,6.0,3.0,6.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,1.0,2.0,24.0,15.0,11.6,3.63,4.0,3.0,115.0,0.0,229.0,2.0,8.0,3.0,2.46785,2.21377
42,41,18.0021329803,39.4383288823,92.90638,22.98976928,5017.0,1156.0,170.0,6.3,5.0,1.0,164.0,166.0,8570.0,968.0,1.64,0.82,1.6,0.93,6.75885,5.139076,0.0,0.0,-10.09332153,-1.26024138333,3.312897187,3.88167309,4.173988903,4.890601634,0.0,0.0,18.18,29.2433333333,8500.0,1100.0,8800.0,500.0,0.265,1.228,24.6,28.23,30.0,2.6,18.15,39.76,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2750.0,370.87,47.0,2.0,143.0,180.0,7.0,1.0,5.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,41.0,11.0,15.7,24.11,5.0,3.0,38.0,3.3,229.0,229.0,8.0,12.0,2.87565,3.72922
60,10,30.1914234438,35.4834590822,121.76,208.9804,1860.0,1837.0,42.0,31.0,15.0,15.0,139.0,148.0,6697.0,9780.0,1.26,1.16,2.05,2.02,8.60839,7.2855,0.0,0.0,-4.11736234,-3.9736944,3.981581991,4.039197959,5.016478962,5.089070533,0.0,0.0,31.56,32.95,7900.0,5300.0,3400.0,6000.0,0.207,0.122,25.23,25.52,19.79,11.106,30.21,35.38,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,903.78,544.4,85.0,86.0,155.0,162.0,3.0,3.0,15.0,29.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,14.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,51.0,83.0,6.6,0.4,5.0,6.0,20.0,12.0,166.0,12.0,3.0,3.0,2.95449,3.11221
23,60,11.7773649695,30.1914234438,55.845,121.76,3134.0,1860.0,170.0,42.0,8.0,15.0,132.0,139.0,7874.0,6697.0,1.77,1.26,1.83,2.05,7.9024,8.60839,0.0,0.0,-8.28548436,-4.11736234,2.778923379,3.981581991,3.501224062,5.016478962,2.1106628,0.0,10.73,31.56,2400.0,7900.0,1400.0,3400.0,0.449,0.207,25.1,25.23,13.81,19.79,11.78,30.21,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1811.0,903.78,55.0,85.0,125.0,155.0,4.0,3.0,8.0,15.0,4.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,2.0,2.0,26.0,51.0,8.4,6.6,4.0,5.0,82.0,20.0,229.0,166.0,8.0,3.0,2.46654,2.95449
68,43,32.1094927554,34.1690548825,158.92535,144.242,3503.0,3373.0,38.7,32.0,3.0,3.0,194.0,201.0,8219.0,7010.0,1.22,1.2,1.21,1.14,5.8638,5.525,0.0,0.0,-4.62921769667,-4.76235134,3.988997542,4.1138142,5.025821971,5.183081107,0.0,0.0,31.7366666667,34.81,9500.0,9500.0,3100.0,3100.0,0.182,0.19,28.91,27.45,10.15,7.14,31.95,34.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1629.0,1294.0,29.0,19.0,176.0,182.0,5.0,10.0,11.0,6.0,0.0,0.0,0.0,0.0,5.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,65.0,60.0,25.5,31.4,6.0,6.0,22.0,16.0,194.0,194.0,12.0,12.0,3.54101,3.6671
78,73,36952.9240243,28.6408765609,131.293,204.3833,165.0,1746.0,0.0,43.0,18.0,13.0,140.0,145.0,5.9,11850.0,0.0,1.12,2.6,1.62,12.12984,6.108194,6.456,0.0,0.04873128,-2.27267753,4.751892136,3.775558738,5.987008929,4.756905929,0.0,0.0,53.65,26.91,0.0,6500.0,0.0,6500.0,0.158,0.129,20.786,26.32,2.27,4.142,57.83,28.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,161.3,577.0,102.0,76.0,0.0,172.0,0.0,5.0,18.0,27.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,14.0,0.0,5.0,6.0,1.0,0.0,0.0,2.0,2.0,54.0,81.0,4.044,7.55,5.0,6.0,0.0,2.8,225.0,194.0,12.0,8.0,4.85032,3.43253
31,8,26.0826581604,64.9692816747,114.818,137.327,2345.0,2143.0,0.0,9.6,13.0,2.0,142.0,215.0,7310.0,3510.0,1.17,0.81,1.78,0.89,5.78636,5.211664,0.0,0.0,-2.66680196,-1.92352226,3.647317727,5.028899311,4.595332379,6.3360161,0.0,0.0,24.26,63.59,3300.0,3000.0,2000.0,2300.0,0.233,0.204,26.74,28.07,3.291,7.12,26.14,62.88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,429.75,1000.0,75.0,9.0,155.0,223.0,5.0,0.0,13.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,49.0,56.0,9.65,39.7,5.0,6.0,0.0,4.9,139.0,229.0,12.0,8.0,3.33944,4.35637
8,51,64.9692816747,14.6983862686,137.327,106.42,2143.0,3236.0,9.6,180.0,2.0,10.0,215.0,139.0,3510.0,12023.0,0.81,1.67,0.89,2.2,5.211664,8.3369,0.0,0.0,-1.92352226,-5.13777457,5.028899311,3.065947111,6.3360161,3.862851303,0.0,0.0,63.59,14.41,3000.0,3200.0,2300.0,8000.0,0.204,0.244,28.07,25.98,7.12,16.74,62.88,14.72,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1000.0,1828.05,9.0,62.0,223.0,142.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,56.0,46.0,39.7,4.8,6.0,5.0,4.9,44.0,229.0,225.0,8.0,12.0,4.35637,2.79543
53,27,35.2391757332,37236.0355633,140.90765,4.002602,3563.0,4.07,29.0,0.0,3.0,18.0,203.0,28.0,6640.0,0.1785,1.2,0.0,1.13,0.0,5.473,24.587387,0.0,18.098,-4.77382996,0.0011354,4.14761076,2.908733088,5.225662103,3.664774046,0.0,0.0,35.675,12.305,9500.0,3200.0,3100.0,3900.0,0.193,5.13,27.2,20.786,6.89,0.0,34.5,19.08,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1204.0,0.0,17.0,98.0,183.0,0.0,11.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,59.0,2.0,28.2,0.2050522,6.0,1.0,15.0,0.0,194.0,225.0,12.0,8.0,3.70191,2.73717
75,81,20.748847402,15.2056837348,238.02891,65.38,4200.0,1180.0,100.0,70.0,3.0,12.0,196.0,122.0,19050.0,7140.0,1.51,1.32,1.38,1.65,6.1941,9.394199,0.0,0.0,-11.292339955,-1.239999915,3.42137628,3.033694224,4.310663995,3.822215211,0.0,0.0,20.025,13.96,0.0,1600.0,0.0,1900.0,0.116,0.388,27.665,25.39,9.14,7.068,21.18,15.19,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1408.0,692.68,20.0,69.0,158.0,140.0,20.0,0.0,6.0,12.0,9.0,0.0,1.0,10.0,11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,92.0,30.0,24.9,-5.8166666667,7.0,4.0,111.0,43.0,63.0,194.0,4.0,6.0,2.70235,2.62673
52,26,33.1475485628,22.6609763824,145.0,72.64,3273.0,3093.0,33.0,0.0,3.0,14.0,199.0,120.0,7264.0,5323.0,1.21,1.37,1.155,2.01,5.582,7.89943,0.0,0.383,-4.7446213425,-4.616039545,4.075342789,3.583307493,5.134610166,4.514684539,0.0,0.0,33.8425,23.005,9500.0,5300.0,3100.0,1900.0,0.0,0.32,0.0,23.222,0.0,36.94,33.67,22.23,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1373.0,1211.4,21.0,79.0,185.0,114.0,9.0,4.0,7.0,14.0,0.0,0.0,0.0,10.0,9.0,0.0,5.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,61.0,32.0,30.1,5.84,6.0,4.0,18.0,0.0,194.0,225.0,12.0,4.0,3.63908,2.49539
67,49,18.0467295592,24.9611606283,180.94788,231.03586,5731.0,4273.0,200.0,0.0,5.0,3.0,170.0,200.0,16650.0,15370.0,1.63,0.0,1.5,1.5,7.54957,5.89,0.0,0.0,-11.85139954,-9.49741247,3.309248619,3.692852039,4.169391995,4.652702018,0.0,0.0,18.12,25.18,2300.0,0.0,4800.0,0.0,0.14,0.0,25.36,0.0,36.57,12.34,17.65,24.94,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3290.0,1845.0,48.0,18.0,145.0,165.0,7.0,21.0,19.0,5.0,7.0,9.0,3.0,1.0,0.0,12.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,73.0,91.0,13.1,25.4,6.0,7.0,69.0,0.0,229.0,139.0,8.0,12.0,2.8727,3.29125
10,61,35.4834590822,25.0093109186,208.9804,44.955912,1837.0,3103.0,31.0,57.0,15.0,3.0,148.0,170.0,9780.0,2985.0,1.16,1.27,2.02,1.36,7.2855,6.56149,0.0,0.0,-3.9736944,-6.28551309,4.039197959,3.542874021,5.089070533,4.463741557,0.0,6.35e-06,32.95,22.235,5300.0,5500.0,6000.0,4500.0,0.122,0.568,25.52,25.52,11.106,14.1,35.38,24.96,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,544.4,1814.0,86.0,11.0,162.0,162.0,3.0,9.0,29.0,3.0,0.0,9.0,10.0,1.0,0.0,0.0,14.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,83.0,21.0,0.4,17.8,6.0,4.0,12.0,29.0,12.0,194.0,3.0,12.0,3.11221,3.21375
6,53,16.9470636165,35.2391757332,196.966569,140.90765,3129.0,3563.0,220.0,29.0,11.0,3.0,136.0,203.0,19300.0,6640.0,1.57,1.2,2.54,1.13,9.22553,5.473,0.0,0.0,-3.20969261,-4.77382996,3.220442052,4.14761076,4.057502731,5.225662103,0.0,0.0,16.7,35.675,1100.0,9500.0,1000.0,3100.0,0.129,0.193,25.418,27.2,12.55,6.89,16.96,34.5,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1337.33,1204.0,66.0,17.0,143.0,183.0,1.0,11.0,25.0,5.0,0.0,0.0,10.0,0.0,0.0,11.0,14.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,79.0,59.0,5.8,28.2,6.0,6.0,27.0,15.0,225.0,194.0,12.0,12.0,2.94955,3.70191
14,26,21.5800254558,22.6609763824,112.411,72.64,1040.0,3093.0,42.0,0.0,12.0,14.0,144.0,120.0,8650.0,5323.0,1.24,1.37,1.69,2.01,8.99382,7.89943,0.0,0.383,-0.812174225,-4.616039545,3.390921571,3.583307493,4.272293466,4.514684539,0.0,0.0,19.495,23.005,1700.0,5300.0,1300.0,1900.0,0.231,0.32,26.02,23.222,6.21,36.94,21.59,22.23,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,594.22,1211.4,70.0,79.0,157.0,114.0,0.0,4.0,12.0,14.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,2.0,48.0,32.0,7.32,5.84,5.0,4.0,19.0,0.0,194.0,225.0,6.0,4.0,3.00785,2.49539
79,14,33.0132128825,21.5800254558,88.90585,112.411,3618.0,1040.0,41.0,42.0,3.0,12.0,190.0,144.0,4472.0,8650.0,1.21,1.24,1.22,1.69,6.2173,8.99382,0.0,0.0,-6.464599775,-0.812174225,4.015150874,3.390921571,5.058773104,4.272293466,0.0,0.0,32.365,19.495,9800.0,1700.0,2600.0,1300.0,0.298,0.231,26.53,26.02,11.39,6.21,32.97,21.59,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1799.0,594.22,12.0,70.0,179.0,157.0,9.0,0.0,3.0,12.0,9.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,39.0,48.0,22.7,7.32,5.0,5.0,26.0,19.0,194.0,194.0,12.0,6.0,3.53391,3.00785
11,59,42.5278253242,27.1665457947,79.904,32.065,332.0,717.72,1.9,7.7,17.0,16.0,120.0,105.0,3120.0,1960.0,0.0,0.0,2.96,2.58,11.8138,10.36001,1.457,2.202,-1.5830253375,-4.09721671875,3.892116444,3.722284555,4.903759436,4.689784664,0.0,0.0,29.48,25.786875,3300.0,700.0,6900.0,1000.0,0.474,0.708,75.69,22.7,5.285,1.721,65.14,25.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,265.8,388.36,95.0,88.0,0.0,103.0,1.0,2.0,17.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,4.0,0.0,0.0,2.0,2.0,35.0,16.0,3.05,2.9,4.0,3.0,0.0,0.0,64.0,70.0,1.0,2.0,2.38875,2.06242
9,59,8.09817645545,27.1665457947,9.012182,32.065,2743.0,717.72,130.0,7.7,2.0,16.0,96.0,105.0,1848.0,1960.0,1.67,0.0,1.57,2.58,9.3227,10.36001,0.0,2.202,-3.755038695,-4.09721671875,2.508239481,3.722284555,3.160183721,4.689784664,0.0,0.0,7.89,25.786875,8000.0,700.0,4000.0,1000.0,1.825,0.708,16.443,22.7,7.895,1.721,8.11,25.76,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1560.0,388.36,67.0,88.0,112.0,103.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,16.0,5.6,2.9,2.0,3.0,132.0,0.0,194.0,70.0,12.0,2.0,2.20087,2.06242
52,53,33.1475485628,35.2391757332,145.0,140.90765,3273.0,3563.0,33.0,29.0,3.0,3.0,199.0,203.0,7264.0,6640.0,1.21,1.2,1.155,1.13,5.582,5.473,0.0,0.0,-4.7446213425,-4.77382996,4.075342789,4.14761076,5.134610166,5.225662103,0.0,0.0,33.8425,35.675,9500.0,9500.0,3100.0,3100.0,0.0,0.193,0.0,27.2,0.0,6.89,33.67,34.5,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1373.0,1204.0,21.0,17.0,185.0,183.0,9.0,11.0,7.0,5.0,0.0,0.0,0.0,0.0,9.0,11.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,61.0,59.0,30.1,28.2,6.0,6.0,18.0,15.0,194.0,194.0,12.0,12.0,3.63908,3.70191
70,62,33.9566887225,27.2088046258,127.6,78.96,1261.0,958.0,65.0,8.3,16.0,16.0,138.0,120.0,6240.0,4819.0,0.0,0.0,2.1,2.55,9.0096,9.75239,0.464,0.799,-3.14130250667,-3.47079191,4.111975037,3.728679007,5.180763906,4.697841169,0.0,0.0,34.7633333333,25.92,2900.0,2200.0,4900.0,6000.0,0.202,0.321,25.73,25.363,17.38,6.69,33.94,29.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,722.66,494.0,90.0,89.0,140.0,118.0,2.0,2.0,16.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,2.0,2.0,52.0,34.0,5.5,3.77,5.0,4.0,16.0,3.7,152.0,14.0,2.0,2.0,2.89227,2.364
41,9,39.4383288823,8.09817645545,22.98976928,9.012182,1156.0,2743.0,6.3,130.0,1.0,2.0,166.0,96.0,968.0,1848.0,0.82,1.67,0.93,1.57,5.139076,9.3227,0.0,0.0,-1.26024138333,-3.755038695,3.88167309,2.508239481,4.890601634,3.160183721,0.0,0.0,29.2433333333,7.89,1100.0,8000.0,500.0,4000.0,1.228,1.825,28.23,16.443,2.6,7.895,39.76,8.11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,370.87,1560.0,2.0,67.0,180.0,112.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,11.0,4.0,24.11,5.6,3.0,2.0,3.3,132.0,229.0,194.0,12.0,12.0,3.72922,2.20087
78,1,36952.9240243,37.433086297,131.293,227.0,165.0,3473.0,0.0,0.0,18.0,3.0,140.0,215.0,5.9,10070.0,0.0,0.0,2.6,1.1,12.12984,5.17,6.456,0.0,0.04873128,-4.1050022975,4.751892136,4.465163104,5.987008929,5.625752986,0.0,0.0,53.65,44.5125,0.0,0.0,0.0,0.0,0.158,0.12,20.786,27.2,2.27,12.0,57.83,37.45,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,161.3,1323.0,102.0,14.0,0.0,0.0,0.0,9.0,18.0,3.0,0.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,54.0,89.0,4.044,32.1,5.0,7.0,0.0,0.0,225.0,225.0,12.0,12.0,4.85032,3.99462
49,71,24.9611606283,32.8656832148,231.03586,232.03806,4273.0,5093.0,0.0,54.0,3.0,3.0,200.0,206.0,15370.0,11724.0,0.0,1.28,1.5,1.3,5.89,6.3067,0.0,0.0,-9.49741247,-7.41254306,3.692852039,4.015357627,4.652702018,5.059033597,0.0,0.0,25.18,32.37,0.0,0.0,0.0,0.0,0.0,0.118,0.0,27.32,12.34,13.81,24.94,32.86,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1845.0,2023.0,18.0,16.0,165.0,178.0,21.0,8.0,5.0,4.0,9.0,8.0,1.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,91.0,90.0,25.4,32.1,7.0,7.0,0.0,31.0,139.0,225.0,12.0,12.0,3.29125,3.56059
33,68,75.8478646831,32.1094927554,39.0983,158.92535,1032.0,3503.0,3.1,38.7,1.0,3.0,203.0,194.0,856.0,8219.0,0.65,1.22,0.82,1.21,4.3406633,5.8638,0.0,0.0,-1.09753971333,-4.62921769667,5.268200874,3.988997542,6.637517176,5.025821971,0.0,0.0,73.1066666667,31.7366666667,1700.0,9500.0,7200.0,3100.0,0.757,0.182,29.6,28.91,2.335,10.15,75.63,31.95,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,336.53,1629.0,3.0,29.0,230.0,176.0,1.0,5.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,19.0,65.0,43.23,25.5,4.0,6.0,1.3,22.0,229.0,194.0,8.0,12.0,4.57083,3.54101
43,38,34.1690548825,23.2222930956,144.242,24.305,3373.0,1363.0,32.0,45.0,3.0,2.0,201.0,141.0,7010.0,1738.0,1.2,1.17,1.14,1.31,5.525,7.646235,0.0,0.0,-4.76235134,-1.54227231,4.1138142,3.577326635,5.183081107,4.50714913,0.0,0.0,34.81,22.89,9500.0,5300.0,3100.0,500.0,0.19,1.023,27.45,24.869,7.14,8.48,34.2,23.48,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1294.0,923.0,19.0,68.0,182.0,160.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,60.0,12.0,31.4,10.7666666667,6.0,3.0,16.0,17.0,194.0,194.0,12.0,12.0,3.6671,3.18377
20,19,31.5569998455,11.8299419319,162.5,63.546,2840.0,3200.0,41.0,140.0,3.0,11.0,192.0,132.0,8551.0,8920.0,1.22,1.47,1.22,1.9,5.9389,7.72638,0.0,0.0,-4.60155445333,-3.68065482,3.968079278,2.807970487,4.99946661,3.537821124,0.0,0.0,31.24,11.07,9500.0,1600.0,3100.0,1500.0,0.173,0.385,28.16,24.44,11.35,13.6,31.6,11.81,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1685.0,1357.77,31.0,64.0,175.0,126.0,4.0,1.0,12.0,11.0,0.0,0.0,0.0,10.0,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,66.0,29.0,24.5,6.15,6.0,4.0,25.0,48.0,194.0,225.0,12.0,12.0,3.52006,2.55719
81,70,15.2056837348,33.9566887225,65.38,127.6,1180.0,1261.0,70.0,65.0,12.0,16.0,122.0,138.0,7140.0,6240.0,1.32,0.0,1.65,2.1,9.394199,9.0096,0.0,0.464,-1.239999915,-3.14130250667,3.033694224,4.111975037,3.822215211,5.180763906,0.0,0.0,13.96,34.7633333333,1600.0,2900.0,1900.0,4900.0,0.388,0.202,25.39,25.73,7.068,17.38,15.19,33.94,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,692.68,722.66,69.0,90.0,140.0,140.0,0.0,2.0,12.0,16.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,2.0,30.0,52.0,-5.8166666667,5.5,4.0,5.0,43.0,16.0,194.0,152.0,6.0,2.0,2.62673,2.89227
